type	id	class	label	lat	lon
poly	poly1366	poly		55.79719609015284	-4.623528948379407
poly	poly1366	poly		55.79713228508485	-4.623825047719184
poly	poly1366	poly		55.79708027127016	-4.623786800692638
poly	poly1366	poly		55.79714546324539	-4.623493169163547
poly	poly1381	poly		55.79744770882526	-4.624232123266695
poly	poly1381	poly		55.79766054445874	-4.624291688654537
poly	poly1381	poly		55.79779197508073	-4.624308913378984
poly	poly1381	poly		55.79778489717344	-4.624417903566449
poly	poly1381	poly		55.797657355013	-4.624399464403732
poly	poly1381	poly		55.79739987962568	-4.624334224856877
poly	poly1381	poly		55.79744770882526	-4.624232123266695
poly	poly1396	poly		55.79794446958779	-4.624125640860632
poly	poly1396	poly		55.79799172015263	-4.624216978120508
poly	poly1396	poly		55.79788561210594	-4.624375352205844
poly	poly1396	poly		55.79784041544837	-4.624281578315921
poly	poly1396	poly		55.79794446958779	-4.624125640860632
poly	poly1411	poly		55.79757389315005	-4.624489628078829
poly	poly1411	poly		55.79805404328887	-4.624576216634434
poly	poly1411	poly		55.79804820256205	-4.624683567832435
poly	poly1411	poly		55.79756740353159	-4.624592360659281
poly	poly1411	poly		55.79757389315005	-4.624489628078829
poly	poly1426	poly		55.79703836115291	-4.623785918680746
poly	poly1426	poly		55.79702096816238	-4.62406878871637
poly	poly1426	poly		55.79695574980114	-4.624051108054006
poly	poly1426	poly		55.79697252161922	-4.62376492353871
poly	poly1426	poly		55.79703836115291	-4.623785918680746
poly	poly1441	poly		55.79698867129758	-4.623673211947109
poly	poly1441	poly		55.79692904310117	-4.623643377493791
poly	poly1441	poly		55.79694332927381	-4.623550561041317
poly	poly1441	poly		55.79700295749469	-4.623578185443873
poly	poly1441	poly		55.79698867129758	-4.623673211947109
poly	poly1456	poly		55.79706309568803	-4.625326052152761
poly	poly1456	poly		55.79696408742267	-4.625513541201936
poly	poly1456	poly		55.79696408726753	-4.625527745116511
poly	poly1456	poly		55.7969059709447	-4.625630709729986
poly	poly1456	poly		55.79685949155076	-4.625540525367699
poly	poly1456	poly		55.7970191823385	-4.625237986632245
poly	poly1456	poly		55.79706309568803	-4.625326052152761
poly	poly1471	poly		55.79652654389916	-4.62449381921059
poly	poly1471	poly		55.79648366572503	-4.624557612668796
poly	poly1471	poly		55.79641896086717	-4.624430021249935
poly	poly1471	poly		55.79646261856847	-4.624366227783087
poly	poly1471	poly		55.79652654389916	-4.62449381921059
poly	poly1486	poly		55.79629770564677	-4.624488444486894
poly	poly1486	poly		55.79656718666646	-4.625032370104101
poly	poly1486	poly		55.7965270137226	-4.625093906362
poly	poly1486	poly		55.7964756841394	-4.624993656501028
poly	poly1486	poly		55.79646954660609	-4.625003581695414
poly	poly1486	poly		55.79645057675962	-4.624982737362324
poly	poly1486	poly		55.79641709938043	-4.625032363220008
poly	poly1486	poly		55.79637190707033	-4.624942039539153
poly	poly1486	poly		55.79640594251111	-4.624879510589105
poly	poly1486	poly		55.7962502795796	-4.624566853778203
poly	poly1486	poly		55.79629770564677	-4.624488444486894
poly	poly1501	poly		55.79676662637601	-4.62543255062702
poly	poly1501	poly		55.79671545771362	-4.625513331422093
poly	poly1501	poly		55.79655492564856	-4.625202704768085
poly	poly1501	poly		55.79660609422842	-4.625111683818717
poly	poly1501	poly		55.79676662637601	-4.62543255062702
poly	poly1516	poly		55.79810776127042	-4.624333721028069
poly	poly1516	poly		55.79820983391139	-4.62429106132415
poly	poly1516	poly		55.79835248986955	-4.62418604979155
poly	poly1516	poly		55.7983401924971	-4.624114945550585
poly	poly1516	poly		55.79839184371144	-4.624081035500876
poly	poly1516	poly		55.79840906015977	-4.624166360770277
poly	poly1516	poly		55.79847300934296	-4.62412041799899
poly	poly1516	poly		55.79848961098823	-4.62419152261986
poly	poly1516	poly		55.79822827976721	-4.624399358449876
poly	poly1516	poly		55.79812313256777	-4.624445299495175
poly	poly1516	poly		55.79810776127042	-4.624333721028069
poly	poly1531	poly		55.79870034964778	-4.624158357013349
poly	poly1531	poly		55.79872543470721	-4.624261003272942
poly	poly1531	poly		55.79839764509231	-4.624518351062569
poly	poly1531	poly		55.79837339648972	-4.624418680650656
poly	poly1531	poly		55.79870034964778	-4.624158357013349
poly	poly1546	poly		55.79831987969739	-4.624466282564336
poly	poly1546	poly		55.79834245590505	-4.624562977653652
poly	poly1546	poly		55.7982437841362	-4.624647768109699
poly	poly1546	poly		55.79821869954841	-4.624540659865854
poly	poly1546	poly		55.79831987969739	-4.624466282564336
poly	poly1565	poly		55.8004462487033	-4.62318246993842
poly	poly1565	poly		55.80037210107883	-4.623253845656865
poly	poly1565	poly		55.80034737257375	-4.623178424902963
poly	poly1565	poly		55.80041835112051	-4.62310885135504
poly	poly1565	poly		55.8004462487033	-4.62318246993842
poly	poly1580	poly		55.79942003709261	-4.624140785401094
poly	poly1580	poly		55.79948023588625	-4.62410841591808
poly	poly1580	poly		55.79952383322796	-4.624345233847357
poly	poly1580	poly		55.79946154330522	-4.624375685080192
poly	poly1580	poly		55.79942003709261	-4.624140785401094
poly	poly1595	poly		55.79825509664076	-4.62545998398017
poly	poly1595	poly		55.7983024082553	-4.625455419080401
poly	poly1595	poly		55.79830660860235	-4.625531212291039
poly	poly1595	poly		55.79826007509254	-4.625537196099147
poly	poly1595	poly		55.79825509664076	-4.62545998398017
poly	poly1610	poly		55.79752238869116	-4.624461584178277
poly	poly1610	poly		55.79745034236732	-4.62497987779614
poly	poly1610	poly		55.79739288105479	-4.62496315114006
poly	poly1610	poly		55.7974671669702	-4.624435244583731
poly	poly1610	poly		55.79752238869116	-4.624461584178277
poly	poly1625	poly		55.79688518317517	-4.62512257578028
poly	poly1625	poly		55.79693683693717	-4.625085976413982
poly	poly1625	poly		55.79697663810309	-4.624999682362278
poly	poly1625	poly		55.79701466380323	-4.624745981849619
poly	poly1625	poly		55.79706980914763	-4.624285192408546
poly	poly1625	poly		55.79712060455006	-4.624308974397314
poly	poly1625	poly		55.79705288825105	-4.624886296266495
poly	poly1625	poly		55.79702234466538	-4.625043905391686
poly	poly1625	poly		55.79696752931513	-4.625167277289294
poly	poly1625	poly		55.79690061341975	-4.62521481806542
poly	poly1625	poly		55.79688518317517	-4.62512257578028
poly	poly1640	poly		55.79653927979016	-4.624759988832983
poly	poly1640	poly		55.79655011188396	-4.624732878007198
poly	poly1640	poly		55.7965245081545	-4.624673408229256
poly	poly1640	poly		55.79655913511767	-4.624625783205022
poly	poly1640	poly		55.79659533683403	-4.624691797659265
poly	poly1640	poly		55.79660723427868	-4.624681540589251
poly	poly1640	poly		55.79687658487383	-4.625232357934297
poly	poly1640	poly		55.7968238990955	-4.625325869138757
poly	poly1640	poly		55.79653927979016	-4.624759988832983
poly	poly1655	poly		55.79943585132613	-4.623684221094503
poly	poly1655	poly		55.79945412401725	-4.623680803309497
poly	poly1655	poly		55.79944820156867	-4.623606191788657
poly	poly1655	poly		55.79984835887105	-4.623487033905816
poly	poly1655	poly		55.79985406924871	-4.623592198236629
poly	poly1655	poly		55.7995163092662	-4.623691719516736
poly	poly1655	poly		55.79951836301147	-4.623705133133943
poly	poly1655	poly		55.79944195946098	-4.623732099907587
poly	poly1655	poly		55.79943585132613	-4.623684221094503
poly	poly1670	poly		55.79980949333689	-4.623673339550876
poly	poly1670	poly		55.79988814954295	-4.623631143946066
poly	poly1670	poly		55.7999056661438	-4.623736567962493
poly	poly1670	poly		55.79982914321234	-4.623780720136789
poly	poly1670	poly		55.79980949333689	-4.623673339550876
poly	poly1685	poly		55.79998631392084	-4.623614076315288
poly	poly1685	poly		55.80008426310297	-4.623576124268542
poly	poly1685	poly		55.80009637346678	-4.623687159424922
poly	poly1685	poly		55.80000269091469	-4.623729024628696
poly	poly1685	poly		55.79998631392084	-4.623614076315288
poly	poly1700	poly		55.80012067678356	-4.623433689351812
poly	poly1700	poly		55.80020167858472	-4.623362897349281
poly	poly1700	poly		55.80022885520934	-4.623468534513777
poly	poly1700	poly		55.80014570674341	-4.623539279139235
poly	poly1700	poly		55.80012067678356	-4.623433689351812
poly	poly1715	poly		55.79918832026039	-4.623776391592386
poly	poly1715	poly		55.79929267754572	-4.623706820596403
poly	poly1715	poly		55.79931584785609	-4.623812929269491
poly	poly1715	poly		55.79921312882894	-4.623884002755327
poly	poly1715	poly		55.79918832026039	-4.623776391592386
poly	poly1730	poly		55.79884175301687	-4.624029563009278
poly	poly1730	poly		55.79912059117064	-4.623837166634845
poly	poly1730	poly		55.79914166702619	-4.623930746219187
poly	poly1730	poly		55.79886869198548	-4.624132055544946
poly	poly1730	poly		55.79884175301687	-4.624029563009278
poly	poly1745	poly		55.79706828234565	-4.625108630264807
poly	poly1745	poly		55.79715750589077	-4.624434936644807
poly	poly1745	poly		55.79732546548254	-4.624435096770659
poly	poly1745	poly		55.79742036382576	-4.624432199221609
poly	poly1745	poly		55.79741446621004	-4.624494940852869
poly	poly1745	poly		55.79725994223467	-4.624497781274377
poly	poly1745	poly		55.79723138954365	-4.624496260020864
poly	poly1745	poly		55.79722381328256	-4.624556011694633
poly	poly1745	poly		55.79719442399298	-4.624544031794921
poly	poly1745	poly		55.79711949940572	-4.625143041415146
poly	poly1745	poly		55.79706828234565	-4.625108630264807
poly	poly1760	poly		55.79750199075049	-4.622994984983379
poly	poly1760	poly		55.79764759901482	-4.622479646822883
poly	poly1760	poly		55.79772215381967	-4.622202310378494
poly	poly1760	poly		55.79777799642307	-4.622252044624325
poly	poly1760	poly		55.79773605770698	-4.622413481009665
poly	poly1760	poly		55.79780469179236	-4.622494279798225
poly	poly1760	poly		55.79778023012706	-4.622579135008044
poly	poly1760	poly		55.79770926456423	-4.622512825239368
poly	poly1760	poly		55.79756015960179	-4.623046792461796
poly	poly1760	poly		55.79750199075049	-4.622994984983379
poly	poly1775	poly		55.79754618225376	-4.623092323165273
poly	poly1775	poly		55.79742618855511	-4.623553857812474
poly	poly1775	poly		55.79736801930214	-4.623504119731879
poly	poly1775	poly		55.79749383119434	-4.623042591140795
poly	poly1775	poly		55.79754618225376	-4.623092323165273
poly	poly1790	poly		55.7971600605797	-4.623492838729787
poly	poly1790	poly		55.79720949930641	-4.623526718448567
poly	poly1790	poly		55.79714982012878	-4.623822143131294
poly	poly1790	poly		55.79710164804836	-4.62379277533414
poly	poly1790	poly		55.7971600605797	-4.623492838729787
poly	poly1805	poly		55.79745203497507	-4.62423161591942
poly	poly1805	poly		55.79762200147954	-4.624281260510209
poly	poly1805	poly		55.79779197508073	-4.624308913378984
poly	poly1805	poly		55.7977842189531	-4.624407872003019
poly	poly1805	poly		55.79761888289578	-4.624374724970481
poly	poly1805	poly		55.79740410402851	-4.6243222880811
poly	poly1805	poly		55.79745203497507	-4.62423161591942
poly	poly1820	poly		55.79800741250545	-4.624139374531094
poly	poly1820	poly		55.79802501984695	-4.624220575573773
poly	poly1820	poly		55.79789638525754	-4.624312707811383
poly	poly1820	poly		55.79787774086584	-4.624231506031192
poly	poly1820	poly		55.79800741250545	-4.624139374531094
poly	poly1835	poly		55.79761421439014	-4.624444308389907
poly	poly1835	poly		55.7980603580477	-4.624515551043583
poly	poly1835	poly		55.79805534921184	-4.624624721001167
poly	poly1835	poly		55.79760920472474	-4.624556427444277
poly	poly1835	poly		55.79761421439014	-4.624444308389907
poly	poly1854	poly		55.80952242336565	-4.572536338214706
poly	poly1854	poly		55.80945565710547	-4.572511917746469
poly	poly1854	poly		55.80950492404005	-4.572044331472849
poly	poly1854	poly		55.80957150844849	-4.572066000700011
poly	poly1854	poly		55.80952242336565	-4.572536338214706
poly	poly1869	poly		55.80967312838102	-4.572824797325784
poly	poly1869	poly		55.80954698721645	-4.57254262414867
poly	poly1869	poly		55.80959364103207	-4.572489791488073
poly	poly1869	poly		55.80971816386819	-4.572762290934321
poly	poly1869	poly		55.80967312838102	-4.572824797325784
poly	poly1884	poly		55.80738386329691	-4.572712663112799
poly	poly1884	poly		55.80744429045872	-4.5723774593157
poly	poly1884	poly		55.80750082740964	-4.572422004610852
poly	poly1884	poly		55.8074446128984	-4.572746059538754
poly	poly1884	poly		55.80738386329691	-4.572712663112799
poly	poly1899	poly		55.80726196591245	-4.572393767978649
poly	poly1899	poly		55.80728470980207	-4.572311265795495
poly	poly1899	poly		55.8073955096057	-4.572417175648662
poly	poly1899	poly		55.80737607940414	-4.572495482466632
poly	poly1899	poly		55.80726196591245	-4.572393767978649
poly	poly1914	poly		55.80735217569521	-4.573024286337254
poly	poly1914	poly		55.80736940933416	-4.572947816108544
poly	poly1914	poly		55.80746064690402	-4.573016514816727
poly	poly1914	poly		55.80744181690638	-4.573088864665778
poly	poly1914	poly		55.80735217569521	-4.573024286337254
poly	poly1929	poly		55.80707107919253	-4.572866753663308
poly	poly1929	poly		55.80708797300461	-4.572781102890874
poly	poly1929	poly		55.80714278301421	-4.572823282026598
poly	poly1929	poly		55.80712506493662	-4.572902909534985
poly	poly1929	poly		55.80707107919253	-4.572866753663308
poly	poly1944	poly		55.79611494335256	-4.556402077988465
poly	poly1944	poly		55.7962480074841	-4.556346431908271
poly	poly1944	poly		55.7962655359147	-4.556453877657779
poly	poly1944	poly		55.79613601018708	-4.556510130856658
poly	poly1944	poly		55.79611494335256	-4.556402077988465
poly	poly1959	poly		55.79080877173175	-4.57612184485285
poly	poly1959	poly		55.79081718048043	-4.576008481703951
poly	poly1959	poly		55.79093947572537	-4.576042003431185
poly	poly1959	poly		55.79092983367659	-4.576156746004278
poly	poly1959	poly		55.79080877173175	-4.57612184485285
poly	poly1974	poly		55.79720782192099	-4.595166517977374
poly	poly1974	poly		55.79725860270466	-4.595153234508428
poly	poly1974	poly		55.79730106301345	-4.595456590984139
poly	poly1974	poly		55.79734008425433	-4.595457065099446
poly	poly1974	poly		55.79735556688981	-4.595605355531029
poly	poly1974	poly		55.79726623375417	-4.595616063661812
poly	poly1974	poly		55.79720782192099	-4.595166517977374
poly	poly1989	poly		55.79862381041667	-4.561186519565407
poly	poly1989	poly		55.79856918494735	-4.561181318220342
poly	poly1989	poly		55.79856547366168	-4.561070584194054
poly	poly1989	poly		55.7984204570387	-4.561071548365076
poly	poly1989	poly		55.79841626389319	-4.560943421358452
poly	poly1989	poly		55.79874647433127	-4.560933653142656
poly	poly1989	poly		55.79875177976584	-4.561065865824478
poly	poly1989	poly		55.79861927924591	-4.561078011353801
poly	poly1989	poly		55.79862381041667	-4.561186519565407
poly	poly2004	poly		55.79859285995282	-4.561297206038754
poly	poly2004	poly		55.79870801945199	-4.561251773822734
poly	poly2004	poly		55.79872052885634	-4.561363211556505
poly	poly2004	poly		55.79860520268325	-4.561413935995574
poly	poly2004	poly		55.79859285995282	-4.561297206038754
poly	poly2019	poly		55.80850037740018	-4.574479287185868
poly	poly2019	poly		55.80813877503059	-4.574078370994693
poly	poly2019	poly		55.80816850247496	-4.57399154923702
poly	poly2019	poly		55.80852855128203	-4.574401678395984
poly	poly2019	poly		55.80850037740018	-4.574479287185868
poly	poly2034	poly		55.81165123717743	-4.570694700028786
poly	poly2034	poly		55.8116081785111	-4.57065198078806
poly	poly2034	poly		55.81176752573558	-4.570189503964733
poly	poly2034	poly		55.81180984919629	-4.570234095832092
poly	poly2034	poly		55.81165123717743	-4.570694700028786
poly	poly2049	poly		55.81174379774738	-4.57088737779181
poly	poly2049	poly		55.81179625568207	-4.570681703631418
poly	poly2049	poly		55.81185605031541	-4.57073208553099
poly	poly2049	poly		55.81180325721574	-4.570929332060919
poly	poly2049	poly		55.81174379774738	-4.57088737779181
poly	poly2064	poly		55.81392634674427	-4.581400727294982
poly	poly2064	poly		55.81391796099709	-4.581303679723603
poly	poly2064	poly		55.81403860844641	-4.581278107675024
poly	poly2064	poly		55.81404447882869	-4.581373174975965
poly	poly2064	poly		55.81392634674427	-4.581400727294982
poly	poly2079	poly		55.81367677125872	-4.580195817773625
poly	poly2079	poly		55.81372881598401	-4.580026472078208
poly	poly2079	poly		55.81378097002373	-4.580083698000909
poly	poly2079	poly		55.8137273524878	-4.580247523315442
poly	poly2079	poly		55.81367677125872	-4.580195817773625
poly	poly2094	poly		55.81359723830816	-4.580080840775192
poly	poly2094	poly		55.81365934079382	-4.579895942140039
poly	poly2094	poly		55.81370675402301	-4.579948172655622
poly	poly2094	poly		55.81364240147142	-4.580129032931058
poly	poly2094	poly		55.81359723830816	-4.580080840775192
poly	poly2109	poly		55.81347814194224	-4.580250077447249
poly	poly2109	poly		55.81338756149164	-4.580151630198306
poly	poly2109	poly		55.81341953050174	-4.580065124778779
poly	poly2109	poly		55.81350561409002	-4.580154083792904
poly	poly2109	poly		55.81347814194224	-4.580250077447249
poly	poly2124	poly		55.8157883026931	-4.589619093146196
poly	poly2124	poly		55.81579571746226	-4.589524124951877
poly	poly2124	poly		55.81591158266907	-4.589565980465382
poly	poly2124	poly		55.81589661542223	-4.589660236983843
poly	poly2124	poly		55.8157883026931	-4.589619093146196
poly	poly2139	poly		55.81576334886647	-4.589439176962315
poly	poly2139	poly		55.81578561632006	-4.589262752762045
poly	poly2139	poly		55.81583231700869	-4.589282103931053
poly	poly2139	poly		55.81581260001164	-4.589460468253025
poly	poly2139	poly		55.81576334886647	-4.589439176962315
poly	poly2154	poly		55.81322179129258	-4.595081372612365
poly	poly2154	poly		55.81334386864063	-4.594781376831229
poly	poly2154	poly		55.81338708477729	-4.594847443688983
poly	poly2154	poly		55.81327495315222	-4.595142272730634
poly	poly2154	poly		55.81322179129258	-4.595081372612365
poly	poly2169	poly		55.81317152374231	-4.595052586190879
poly	poly2169	poly		55.8130691990384	-4.594961300457986
poly	poly2169	poly		55.81309555670675	-4.594878263276575
poly	poly2169	poly		55.81319543675887	-4.594967900920992
poly	poly2169	poly		55.81317152374231	-4.595052586190879
poly	poly2184	poly		55.81076417085833	-4.588489981500944
poly	poly2184	poly		55.81088239162897	-4.588031803385206
poly	poly2184	poly		55.81094863726585	-4.588092175583567
poly	poly2184	poly		55.8108246995517	-4.588547650638529
poly	poly2184	poly		55.81076417085833	-4.588489981500944
poly	poly2199	poly		55.81129987786404	-4.588660524661707
poly	poly2199	poly		55.8111660692736	-4.588493660087329
poly	poly2199	poly		55.81120587920221	-4.588398119364267
poly	poly2199	poly		55.81133672255612	-4.588559843507793
poly	poly2199	poly		55.81129987786404	-4.588660524661707
poly	poly2214	poly		55.81037828916621	-4.589214979215127
poly	poly2214	poly		55.81040470626101	-4.588810069048721
poly	poly2214	poly		55.8104598587369	-4.588822522039879
poly	poly2214	poly		55.81043082430636	-4.589229181938505
poly	poly2214	poly		55.81037828916621	-4.589214979215127
poly	poly2229	poly		55.81032470547884	-4.589380589532118
poly	poly2229	poly		55.81033311130117	-4.589231879785441
poly	poly2229	poly		55.81038806719233	-4.589245318973003
poly	poly2229	poly		55.81037514644009	-4.589392573401754
poly	poly2229	poly		55.81032470547884	-4.589380589532118
poly	poly2244	poly		55.80761573354742	-4.60911874881433
poly	poly2244	poly		55.80758048280122	-4.609009739963724
poly	poly2244	poly		55.80774751538794	-4.608870530863417
poly	poly2244	poly		55.80777828995014	-4.608970733291252
poly	poly2244	poly		55.80761573354742	-4.60911874881433
poly	poly2259	poly		55.80753494415201	-4.609409550646145
poly	poly2259	poly		55.80749820718179	-4.609255654854884
poly	poly2259	poly		55.80754983514829	-4.609223811710084
poly	poly2259	poly		55.8075878585461	-4.609371474989707
poly	poly2259	poly		55.80753494415201	-4.609409550646145
poly	poly2274	poly		55.80781264758552	-4.609201164035398
poly	poly2274	poly		55.80778541121415	-4.60906288080754
poly	poly2274	poly		55.80782896360995	-4.609039766472324
poly	poly2274	poly		55.80785863241695	-4.609179639072366
poly	poly2274	poly		55.80781264758552	-4.609201164035398
poly	poly2289	poly		55.8076621349325	-4.609223281278615
poly	poly2289	poly		55.80764580167844	-4.609149546467978
poly	poly2289	poly		55.80771880565892	-4.609099640583842
poly	poly2289	poly		55.80773143629639	-4.609167837732081
poly	poly2289	poly		55.8076621349325	-4.609223281278615
poly	poly2304	poly		55.8030780768399	-4.61218946012107
poly	poly2304	poly		55.8031532746862	-4.611963820310794
poly	poly2304	poly		55.80322949291952	-4.612044829512291
poly	poly2304	poly		55.80315317713846	-4.612274904824613
poly	poly2304	poly		55.8030780768399	-4.61218946012107
poly	poly2319	poly		55.8030490269023	-4.611861993845414
poly	poly2319	poly		55.80308301215783	-4.611732031214437
poly	poly2319	poly		55.80313691717558	-4.611782530679776
poly	poly2319	poly		55.80309939940002	-4.611913039749988
poly	poly2319	poly		55.8030490269023	-4.611861993845414
poly	poly2334	poly		55.80292652898441	-4.612211974448233
poly	poly2334	poly		55.80297247916647	-4.612057594137497
poly	poly2334	poly		55.8030234626323	-4.612114544427421
poly	poly2334	poly		55.80298064098555	-4.612265846238602
poly	poly2334	poly		55.80292652898441	-4.612211974448233
poly	poly2349	poly		55.79221830597181	-4.635970971708535
poly	poly2349	poly		55.7922165893856	-4.635696820229437
poly	poly2349	poly		55.79229234529796	-4.635694120102015
poly	poly2349	poly		55.79229344991442	-4.635965051804388
poly	poly2349	poly		55.79221830597181	-4.635970971708535
poly	poly2364	poly		55.79570593690383	-4.6374469926693
poly	poly2364	poly		55.79577541774571	-4.637220088282501
poly	poly2364	poly		55.79584332681238	-4.63728990138525
poly	poly2364	poly		55.79577567995767	-4.637510644877405
poly	poly2364	poly		55.79570593690383	-4.6374469926693
poly	poly2379	poly		55.79536161005016	-4.637104454566378
poly	poly2379	poly		55.7953889737342	-4.636985321330992
poly	poly2379	poly		55.79548505918198	-4.637058346449944
poly	poly2379	poly		55.79547909392893	-4.637085677660498
poly	poly2379	poly		55.79556060519733	-4.637149463022441
poly	poly2379	poly		55.7955361800751	-4.637241096254822
poly	poly2379	poly		55.79536161005016	-4.637104454566378
poly	poly2394	poly		55.79687670266125	-4.633534527881633
poly	poly2394	poly		55.79692531818015	-4.633441160678464
poly	poly2394	poly		55.79700058240996	-4.633578752367886
poly	poly2394	poly		55.79695908072183	-4.633668482161092
poly	poly2394	poly		55.79687670266125	-4.633534527881633
poly	poly2409	poly		55.79955256107695	-4.621643565052817
